"sid","material","instructions","material_order","tid","block_scheme","stimulus_location","pos_x","response_deadline"
65,"probabilistic","sequence revealed","random first",47,"regular",5,216,0.8
65,"probabilistic","sequence revealed","random first",48,"regular",2,-216,0.8
65,"probabilistic","sequence revealed","random first",49,"regular",6,360,0.7
65,"probabilistic","sequence revealed","random first",50,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",51,"regular",5,216,0.7
65,"probabilistic","sequence revealed","random first",52,"regular",2,-216,0.7
65,"probabilistic","sequence revealed","random first",53,"regular",4,72,0.7
65,"probabilistic","sequence revealed","random first",54,"regular",6,360,0.7
65,"probabilistic","sequence revealed","random first",55,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",56,"regular",5,216,0.7
65,"probabilistic","sequence revealed","random first",57,"regular",2,-216,0.7
65,"probabilistic","sequence revealed","random first",58,"regular",4,72,0.7
65,"probabilistic","sequence revealed","random first",59,"regular",3,-72,0.7
65,"probabilistic","sequence revealed","random first",60,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",61,"regular",5,216,0.7
65,"probabilistic","sequence revealed","random first",62,"regular",2,-216,0.7
65,"probabilistic","sequence revealed","random first",63,"regular",4,72,0.7
65,"probabilistic","sequence revealed","random first",64,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",65,"regular",3,-72,0.7
65,"probabilistic","sequence revealed","random first",66,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",67,"regular",5,216,0.7
65,"probabilistic","sequence revealed","random first",68,"regular",6,360,0.7
65,"probabilistic","sequence revealed","random first",69,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",70,"regular",5,216,0.7
65,"probabilistic","sequence revealed","random first",71,"regular",6,360,0.7
65,"probabilistic","sequence revealed","random first",72,"regular",1,-360,0.7
65,"probabilistic","sequence revealed","random first",73,"regular",2,-216,0.6
65,"probabilistic","sequence revealed","random first",74,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",75,"regular",1,-360,0.6
65,"probabilistic","sequence revealed","random first",76,"regular",5,216,0.6
65,"probabilistic","sequence revealed","random first",77,"regular",2,-216,0.6
65,"probabilistic","sequence revealed","random first",78,"regular",4,72,0.6
65,"probabilistic","sequence revealed","random first",79,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",80,"regular",3,-72,0.6
65,"probabilistic","sequence revealed","random first",81,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",82,"regular",2,-216,0.6
65,"probabilistic","sequence revealed","random first",83,"regular",4,72,0.6
65,"probabilistic","sequence revealed","random first",84,"regular",3,-72,0.6
65,"probabilistic","sequence revealed","random first",85,"regular",1,-360,0.6
65,"probabilistic","sequence revealed","random first",86,"regular",5,216,0.6
65,"probabilistic","sequence revealed","random first",87,"regular",4,72,0.6
65,"probabilistic","sequence revealed","random first",88,"regular",3,-72,0.6
65,"probabilistic","sequence revealed","random first",89,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",90,"regular",1,-360,0.6
65,"probabilistic","sequence revealed","random first",91,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",92,"regular",1,-360,0.6
65,"probabilistic","sequence revealed","random first",93,"regular",5,216,0.6
65,"probabilistic","sequence revealed","random first",94,"regular",2,-216,0.6
65,"probabilistic","sequence revealed","random first",95,"regular",3,-72,0.6
65,"probabilistic","sequence revealed","random first",96,"regular",6,360,0.6
65,"probabilistic","sequence revealed","random first",97,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",98,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",99,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",100,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",101,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",102,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",103,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",104,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",105,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",106,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",107,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",108,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",109,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",110,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",111,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",112,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",113,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",114,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",115,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",116,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",117,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",118,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",119,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",120,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",121,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",122,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",123,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",124,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",125,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",126,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",127,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",128,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",129,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",130,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",131,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",132,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",133,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",134,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",135,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",136,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",137,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",138,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",139,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",140,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",141,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",142,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",143,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",144,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",145,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",146,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",147,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",148,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",149,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",150,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",151,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",152,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",153,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",154,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",155,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",156,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",157,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",158,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",159,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",160,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",161,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",162,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",163,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",164,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",165,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",166,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",167,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",168,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",169,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",170,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",171,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",172,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",173,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",174,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",175,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",176,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",177,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",178,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",179,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",180,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",181,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",182,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",183,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",184,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",185,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",186,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",187,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",188,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",189,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",190,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",191,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",192,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",193,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",194,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",195,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",196,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",197,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",198,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",199,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",200,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",201,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",202,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",203,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",204,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",205,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",206,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",207,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",208,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",209,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",210,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",211,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",212,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",213,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",214,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",215,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",216,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",217,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",218,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",219,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",220,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",221,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",222,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",223,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",224,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",225,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",226,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",227,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",228,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",229,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",230,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",231,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",232,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",233,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",234,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",235,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",236,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",237,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",238,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",239,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",240,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",241,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",242,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",243,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",244,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",245,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",246,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",247,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",248,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",249,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",250,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",251,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",252,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",253,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",254,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",255,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",256,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",257,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",258,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",259,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",260,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",261,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",262,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",263,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",264,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",265,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",266,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",267,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",268,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",269,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",270,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",271,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",272,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",273,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",274,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",275,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",276,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",277,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",278,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",279,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",280,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",281,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",282,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",283,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",284,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",285,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",286,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",287,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",288,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",289,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",290,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",291,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",292,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",293,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",294,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",295,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",296,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",297,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",298,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",299,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",300,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",301,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",302,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",303,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",304,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",305,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",306,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",307,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",308,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",309,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",310,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",311,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",312,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",313,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",314,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",315,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",316,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",317,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",318,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",319,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",320,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",321,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",322,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",323,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",324,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",325,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",326,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",327,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",328,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",329,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",330,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",331,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",332,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",333,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",334,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",335,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",336,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",337,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",338,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",339,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",340,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",341,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",342,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",343,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",344,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",345,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",346,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",347,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",348,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",349,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",350,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",351,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",352,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",353,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",354,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",355,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",356,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",357,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",358,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",359,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",360,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",361,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",362,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",363,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",364,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",365,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",366,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",367,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",368,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",369,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",370,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",371,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",372,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",373,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",374,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",375,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",376,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",377,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",378,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",379,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",380,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",381,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",382,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",383,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",384,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",385,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",386,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",387,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",388,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",389,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",390,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",391,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",392,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",393,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",394,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",395,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",396,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",397,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",398,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",399,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",400,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",401,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",402,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",403,"regular",5,216,0.5
65,"probabilistic","sequence revealed","random first",404,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",405,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",406,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",407,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",408,"regular",2,-216,0.5
65,"probabilistic","sequence revealed","random first",409,"regular",4,72,0.5
65,"probabilistic","sequence revealed","random first",410,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",411,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",412,"regular",3,-72,0.5
65,"probabilistic","sequence revealed","random first",413,"regular",6,360,0.5
65,"probabilistic","sequence revealed","random first",414,"regular",1,-360,0.5
65,"probabilistic","sequence revealed","random first",415,"regular",5,216,0.5
